Author,News_statement,Source,Validity_Check
Ciara O'Rourke,Audio is a “record of Biden trying to cover up his stolen documents crime.”,Instagram posts,Fake
Ciara O'Rourke,Andrew Tate was released from prison and “proven not guilty.”,Instagram posts,Fake
Ciara O'Rourke,Winston Churchill didn’t mention the Holocaust in his memoirs because it didn’t happen.,Instagram posts,Fake
Ciara O'Rourke,Canada has only “had 11 school shooting deaths … in history.”,Viral image,Real
Gabrielle Settles,Photo shows “what railways in Ohio look like while we send $40 billion to Ukraine.”,Facebook posts,Fake
Samantha Putterman,"“Because the Covid shots are still manufactured under the Emergency Use Authorization, they can change up to 49% of the ingredients without FDA approval.""",Instagram posts,Fake
Ciara O'Rourke,“Leaked audio recording of Biden and Zelenskyy talking in private.”,Viral image,Fake
Ciara O'Rourke,A photo shows President Joe Biden and Ukrainian President Volodymyr Zelenskyy holding hands.,Viral image,Fake
Ciara O'Rourke,The U.S. State Department has started a special immigrants visa “evacuation operation.”,Facebook posts,Fake
Louis Jacobson,“I never claimed to be Jewish.”,George Santos,Fake
Yacob Reyes,"""Ron DeSantis voted to cut $473 billion from Medicare.""",DeSantis Watch,Real
Ciara O'Rourke,Richard Belzer died because of a COVID-19 vaccine.,Facebook posts,Fake
Warren Fiske,Brown v. Board of Education “was never about sending Black children to white schools. It was about parents being able to decide where to send their children to school.”,Winsome Earle-Sears,Fake
Jeff Cercone,"""Biden admin negotiates deal to give WHO authority over US pandemic policies.”",Instagram posts,Fake
Paul Specht,“One man was actually killed” during 2020 protests of police brutality in Raleigh,Tim Moore,Fake
Ciara O'Rourke,Video shows “the earthquake in Turkey.”,Facebook posts,Fake
Loreben Tuquero,“Mickey Mouse to be replaced as official Disney mascot.”,Instagram posts,Fake
Tom Kertscher,The dog dewormer fenbendazole can cure cancer in humans.,Facebook posts,Fake
Louis Jacobson,"The “average tax” for billionaires is “about 3%,” which is “a lower tax than a schoolteacher or a firefighter.""",Joe Biden,Fake
Jeff Cercone,“Seven ecological disasters in less than 2 weeks. … We are under attack.”,Facebook posts,Fake
Ciara O'Rourke,KFC tweeted an image of a chicken drumstick for Black History Month.,Viral image,Fake
Ciara O'Rourke,A photo shows birds that “dropped dead” in Kentucky after the train derailment in Ohio.,Facebook posts,Fake
Ciara O'Rourke,“Criminal caught after cutting off 37 man buns.”,Viral image,Fake
Ciara O'Rourke,The city of Atlanta is banning the word “women.”,Viral image,Fake
Sara Swann,“Obama imposed stricter rules on trains carrying toxins. Trump killed them.”,Occupy Democrats,Real
Loreben Tuquero,"At the World Economic Forum, Moderna CEO Stéphane Bancel admitted that his company produced 100,000 doses of COVID-19 vaccines in 2019, before the pandemic started.",Instagram posts,Fake
Maria Ramirez,"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Tucker Carlson,Fake
Jeff Cercone,"In Australia, ""All joggers must wear a helmet.”",Facebook posts,Fake
Ciara O'Rourke,President Joe Biden said “this s--- will turn your pacemaker off.”,Viral image,Fake
Ciara O'Rourke,Russian President Vladimir Putin “intercepts adrenochrome shipment headed to United States.”,Bloggers,Fake
Nusaiba Mizan,"""Energy costs are the highest in 15 years.""",Morgan Luttrell,Real
Jeff Cercone,"""Mother Teresa sold babies.”",Instagram posts,Fake
Madison Czopek,"""It's President Biden who is proposing to cut Medicare Advantage.""",Tom Cotton,Fake
Loreben Tuquero,“Michigan State University suspect is 22-year-old ‘Raymone Jordan.’”,Social Media,Fake
Loreben Tuquero,"“Humans are not causing climate change.” Magnetic pole shifting “is causing havoc worldwide in weather, climate, earthquakes, tsunamis, etc.”",Instagram posts,Fake
Jeff Cercone,"The earthquake in Turkey is a ""scripted"" use of geo engineering weather modification HAARP",Facebook posts,Fake
Nusaiba Mizan,Gov. Abbott “signed a bill last year eliminating the requirements for Texas schools to teach MLK’s ‘I have a dream’ speech.”,Sawyer Hackett,Real
Andy Nguyen,"“Right now, driving 100 miles in an electric vehicle is more expensive than driving an internal combustion engine car.”",Erick Erickson,Real
Samantha Putterman,The Michigan State University shooter is a 21-year-old man named Lynn Dee Walker.,Facebook posts,Fake
Samantha Putterman,Canada is to thank for American football.,Dave Grohl,Real
Sara Swann,The Kansas City Chiefs’ Super Bowl win has been “put on hold as NFL plans to launch an investigation on possible (performance-enhancing drug) use by Patrick Mahomes during halftime.”,Tweets,Fake
Matthew Crowley,"“We used to rank No. 1 in the world in research and development, now we rank No. 9. China used to rank No. 8, now it ranks No. 2.”",Joe Biden,Fake
Louis Jacobson,"""Studies show that children who go to preschool are nearly 50% more likely to finish high school and go on to earn a two- or four-year degree, no matter their background they came from.""",Joe Biden,Real
Jeff Cercone,“Joe Biden put his pants on backwards”,Instagram posts,Fake
Ciara O'Rourke,Gen. Mark Milley “never served in combat.”,Viral image,Fake
Ciara O'Rourke,Photos show someone in a President Joe Biden mask at the State of the Union.,Facebook posts,Fake
Ciara O'Rourke,A photo shows a deputy U.S. marshal “keeping a close eye” on President Joe Biden at the State of the Union address on Feb. 7.,Facebook posts,Fake
Ciara O'Rourke,A video shows a dog trying to reach her puppies after the Turkey-Syria earthquake.,Viral image,Fake
Ciara O'Rourke,“100% of COVID deaths in Canada now due to mRNA vaccine.”,Viral image,Fake
Ciara O'Rourke,Photo shows former President Donald Trump and Mexican President Andrés Manuel López Obrador kissing.,Viral image,Fake
Tom Kertscher,"""In the month since Republicans took the House majority,"" they are trying to ""impose a 30% tax on everything.""",Facebook posts,Fake
Louis Jacobson,President Joe Biden “cheated on his taxes and got away with it.”,Rick Scott,Fake
Ciara O'Rourke,"“NASA Curiosity finds Nazi helmet on Mars.""",Viral image,Fake
Jeff Cercone,"""Joe Biden's wide open southern border"" is to blame for fentanyl deaths in the U.S.",Kayleigh McEnany,Fake
Loreben Tuquero,"The 87,000 new IRS agents who were supposed to “only target the rich” are now “coming after waitresses’ tips.”",Mike Palicz,Fake
Ciara O'Rourke,“There are no humans” on the International Space Station.,Facebook posts,Fake
Tom Kertscher,"Earthquake in Turkey and Syria is ""a systemic attack against Kurdish people.""",Instagram posts,Fake
Sara Swann,An ingredient in some of Chick-fil-A’s dipping sauces can cause serious health problems.,Facebook posts,Fake
Samantha Putterman,"“In the past two years, democracies have become stronger, not weaker. Autocracies have grown weaker, not stronger.”",Joe Biden,Fake
Madeline Heim,"In Wisconsin, even multimillionaires can be on BadgerCare ""because we don't even ask people what their income level is to qualify for free health care.""",Robin Vos,Real
Ciara O'Rourke,"Mark Zuckerberg launched a platform last month ""that allows each user to earn from $500 a day without even leaving home.""",Facebook posts,Fake
Amy Sherman,Joe Biden closed schools during the COVID-19 pandemic.,Lauren Boebert,Fake
Tom Kertscher,Wind farm construction is a possible cause of dead whales washing ashore in New Jersey.,Instagram posts,Fake
Tom Kertscher,"""Unusual cancers” are “exploding right into stage 4"" and those cancer cells have “the spike protein.""",Facebook posts,Fake
Jill Terreri,"If New York’s proposed limits on natural gas in buildings take effect, the grid today can’t handle the increased electric load.",Robert Ortt,Real
Madison Czopek,Photo showing Game of Thrones characters depicts victims of the earthquake in Turkey and Syria.,Instagram posts,Fake
Louis Jacobson,“We created more new jobs in two years than any president did in their entire term.”,Joe Biden,Real
Jeff Cercone,"Image shows a ""Super Bowl script was leaked.”",Tweets,Fake
Samantha Putterman,"Backyard chicken flocks have stopped laying eggs, and the feed is responsible.",Facebook posts,Fake
Sara Swann,“‘Satellites’ are on balloons and not in space.”,Instagram posts,Fake
D.L. Davis,"""During my time in office, we've increased per pupil aid by more than $300 per student. Now, our schools have returned to the top 10 in the country after falling to 17 under the previous administration.”",Tony Evers,Real
Warren Fiske,“You know how many children are dying across Virginia because of fentanyl poisoning? A heck of a lot more than are dying at the hands of guns.”,Mark Obenshain,Fake
Jeff Cercone,"In Ukraine, 2,458 NATO soldiers and 234 NATO military trainers have died, some of whom are from the U.S.",Tweets,Fake
Madison Czopek,“Pfizer just got caught doing gain of function to mutate covid intentionally for vaccines.”,Instagram posts,Fake
Paul Specht,Diamond and Silk pundit died from COVID-19,Tweets,Fake
Jeff Cercone,"Joe Biden said to transgender women, “you will never be a real woman.”",Instagram posts,Fake
Yacob Reyes,"""(Ron) DeSantis' bill would remove: background checks, instruction, training and oversight.""",Gavin Newsom,Real
Ciara O'Rourke,A vigilante “shot down the Chinese spy balloon in an extraordinary act.”,Instagram posts,Fake
Samantha Putterman,“Female student-athletes in Florida need to provide their schools with detailed information about their periods.”,Tweets,Real
Jeff Cercone,Illinois “received $5.1 billion at an elementary school there that used it for equity and diversity.”,Marjorie Taylor Greene,Fake
Maria Ramirez,"""Under Biden, we have seen over 4.6 million encounters at our southern border. Most have been released into the interior and will stay here indefinitely.""",Chip Roy,Real
Vanessa Swales,"""In 2010, (Wisconsin Republicans) inherited a multi-Billion dollar deficit … Today we are looking at a projected surplus approaching 7 Billion.""",Devin LeMahieu,Real
Jeff Cercone,"President Joe Biden said, “The idea that we’re going to send in tanks to Ukraine, that’s called World War III.”",Tweets,Fake
Sara Swann,Pregnancy tests include a “hidden Plan B” pill.,Facebook posts,Fake
Loreben Tuquero,"“More classified documents (were) found at the University of Delaware,” the “equivalent of a tractor trailer worth.”",Peggy Hubbard,Fake
Tom Kertscher,"U.S. Rep. Ilhan Omar is ""facing 40 years in prison and deportation after seven new crimes uncovered.""",Facebook posts,Fake
Laura Schulte,"“Wisconsin is the nation’s top cranberry producer — in fact, our farmers harvest around 60 percent of the country’s crop.”",Tony Evers,Real
Madison Czopek,The officers who beat Tyre Nichols targeted him because he was “allegedly dating” one of their wives.,Facebook posts,Fake
Louis Jacobson,"“The largest contributor to the debt ceiling, or to our deficit, has been the Trump tax cuts.”",Alexandria Ocasio-Cortez,Fake
Yacob Reyes,"""I got a list of 20 jurisdictions that defunded the police to the tune of over $1 billion total.""",Jim Jordan,Fake
Jeff Cercone,"""Doctors say colon cancer is on the rise due to toxins absorbed while cooking food (in) the microwave.”",Instagram posts,Fake
Ciara O'Rourke,Video shows people collapsing because of COVID-19 vaccines.,Viral image,Fake
Ciara O'Rourke,"The government caused a fire at Hillandale Farms in Connecticut “so that they can force us into eating their fake GMO meats, or starve us into compliance.”",Viral image,Fake
Ciara O'Rourke,U.S. Rep. Alexandria Ocasio-Cortez tweeted that Instagram needs to “TERMINATE…a right-wing media page posting CONSERVATIVE content.”,Viral image,Fake
